Pincode,Zone,City,State,COD,PrePaid
224176,North,JAHANGIRGANJ,UTTAR PRADESH,TRUE,TRUE
224137,North,JAHANGIRGANJ,UTTAR PRADESH,TRUE,TRUE
224147,North,JAHANGIRGANJ,UTTAR PRADESH,TRUE,TRUE
431713,West,HADGAON,MAHARASHTRA,TRUE,TRUE
431712,West,HADGAON,MAHARASHTRA,TRUE,TRUE
332404,North,RINGUS,RAJASTHAN,TRUE,TRUE
507137,South-1,DUMMUGUDEM,TELANGANA,TRUE,TRUE
445402,Central,RALEGAON,MAHARASHTRA,TRUE,TRUE
431120,West,SHENDURNI,MAHARASHTRA,TRUE,TRUE
581321,South-2,ANKOLA,KARNATAKA,TRUE,TRUE
581353,South-2,ANKOLA,KARNATAKA,TRUE,TRUE
581357,South-2,ANKOLA,KARNATAKA,TRUE,TRUE
581319,South-2,GOKARNA,KARNATAKA,TRUE,TRUE
581314,South-2,ANKOLA,KARNATAKA,TRUE,TRUE
413109,West,NATEPUTE,MAHARASHTRA,TRUE,TRUE
713421,East,BURDWAN,WEST BENGAL,TRUE,TRUE
713423,East,BURDWAN,WEST BENGAL,TRUE,TRUE
713424,East,BURDWAN,WEST BENGAL,TRUE,TRUE
713427,East,BURDWAN,WEST BENGAL,TRUE,TRUE
799271,North East,KANCHANPUR,TRIPURA,TRUE,TRUE
799270,North East,KANCHANPUR,TRIPURA,TRUE,TRUE
799269,North East,KANCHANPUR,TRIPURA,TRUE,TRUE
713323,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713346,East,PANDAVESWAR  WB,WEST BENGAL,TRUE,TRUE
713338,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713358,East,ASANSOL,WEST BENGAL,TRUE,TRUE
713321,East,ASANSOL,WEST BENGAL,TRUE,TRUE
522301,South-1,DUGGIRALA,ANDHRA PRADESH,TRUE,TRUE
522324,South-1,KOLLURU,ANDHRA PRADESH,TRUE,TRUE
522261,South-1,KOLLURU,ANDHRA PRADESH,TRUE,TRUE
522313,South-1,KOLLURU,ANDHRA PRADESH,TRUE,TRUE
470772,Central,HATTA,MADHYA PRADESH,TRUE,TRUE
470775,Central,HATTA,MADHYA PRADESH,TRUE,TRUE
782427,North East,NAGAON,ASSAM,TRUE,TRUE
782426,North East,NAGAON,ASSAM,TRUE,TRUE
832304,East,JADUGORA,JHARKHAND,TRUE,TRUE
832111,East,JADUGORA,JHARKHAND,TRUE,TRUE
832106,East,JADUGORA,JHARKHAND,TRUE,TRUE
832102,East,JADUGORA,JHARKHAND,TRUE,TRUE
713502,East,KATWA,WEST BENGAL,TRUE,TRUE
713140,East,KATWA,WEST BENGAL,TRUE,TRUE
713129,East,NANOOR,WEST BENGAL,TRUE,TRUE
713130,East,KATWA,WEST BENGAL,TRUE,TRUE
695310,South-2,PARAVUR,KERALA,TRUE,TRUE
691334,South-2,PARAVUR,KERALA,TRUE,TRUE
691301,South-2,PARAVUR,KERALA,TRUE,TRUE
752085,East,DASPALLA,ORISSA,TRUE,TRUE
752091,East,DASPALLA,ORISSA,TRUE,TRUE
752083,East,DASPALLA,ORISSA,TRUE,TRUE
752084,East,DASPALLA,ORISSA,TRUE,TRUE
458775,Central,BHANPURA,MADHYA PRADESH,TRUE,TRUE
480338,Central,PANDHURNA,MADHYA PRADESH,TRUE,TRUE
480337,Central,PANDHURNA,MADHYA PRADESH,TRUE,TRUE
524342,South-1,PODALAKUR,ANDHRA PRADESH,TRUE,TRUE
524345,South-1,PODALAKUR,ANDHRA PRADESH,TRUE,TRUE
453551,Central,SANWER,MADHYA PRADESH,TRUE,TRUE
152024,North,RUPANA,PUNJAB,TRUE,TRUE
783373,North East,BENGTOL,ASSAM,TRUE,TRUE
783372,North East,BASUGAON,ASSAM,TRUE,TRUE
788118,North East,SILCOORIE,ASSAM,TRUE,TRUE
788113,North East,SILCOORIE,ASSAM,TRUE,TRUE
788112,North East,SILCOORIE,ASSAM,TRUE,TRUE
301411,North,TIJARA,RAJASTHAN,TRUE,TRUE
228131,North,KADIPUR,UTTAR PRADESH,TRUE,TRUE
228145,North,KADIPUR,UTTAR PRADESH,TRUE,TRUE
798623,North East,TULI,NAGALAND,TRUE,TRUE
798618,North East,TULI,NAGALAND,TRUE,TRUE
799273,North East,MANOGHAT,TRIPURA,TRUE,TRUE
799275,North East,MANOGHAT,TRIPURA,TRUE,TRUE
305404,North,KEKRI,RAJASTHAN,TRUE,TRUE
532219,South-1,Palasa,ANDHRA PRADESH,TRUE,TRUE
532243,South-1,MANDASA,ANDHRA PRADESH,TRUE,TRUE
182103,North,Udhampur,JAMMU AND KASHMIR,TRUE,TRUE
844121,East,SARAI,BIHAR,TRUE,TRUE
173208,North,DARLAGHAT,HIMACHAL PRADESH,TRUE,TRUE
171102,North,DARLAGHAT,HIMACHAL PRADESH,TRUE,TRUE
176108,North,SUJANPUR TIRA,HIMACHAL PRADESH,TRUE,TRUE
176110,North,SUJANPUR TIRA,HIMACHAL PRADESH,TRUE,TRUE
176082,North,SUJANPUR TIRA,HIMACHAL PRADESH,TRUE,TRUE
176107,North,SUJANPUR TIRA,HIMACHAL PRADESH,TRUE,TRUE
441228,Central,SAOLI,MAHARASHTRA,TRUE,TRUE
442918,Central,GONDPIPARI,MAHARASHTRA,TRUE,TRUE
442702,Central,GONDPIPARI,MAHARASHTRA,TRUE,TRUE
442707,Central,GONDPIPARI,MAHARASHTRA,TRUE,TRUE
144030,North,ADAMPUR,PUNJAB,TRUE,TRUE
144104,North,ADAMPUR,PUNJAB,TRUE,TRUE
144103,North,ADAMPUR,PUNJAB,TRUE,TRUE
144106,North,ADAMPUR,PUNJAB,TRUE,TRUE
144102,North,ADAMPUR,PUNJAB,TRUE,TRUE
799203,North East,TELIAMURA,TRIPURA,TRUE,TRUE
504313,South-1,UTNOOR,TELANGANA,TRUE,TRUE
456009,Central,Ujjain,MADHYA PRADESH,TRUE,TRUE
456008,Central,Ujjain,MADHYA PRADESH,TRUE,TRUE
456002,Central,Ujjain,MADHYA PRADESH,TRUE,TRUE
451221,Central,THIKRI,MADHYA PRADESH,TRUE,TRUE
430007,West,SILLOD,MAHARASHTRA,TRUE,TRUE
402113,West,SHRIVARDHAN,MAHARASHTRA,TRUE,TRUE
402114,West,SHRIVARDHAN,MAHARASHTRA,TRUE,TRUE
422615,West,SANGAMNER,MAHARASHTRA,TRUE,TRUE
382170,West,SANAND,GUJARAT,TRUE,TRUE
470880,Central,DEORI JAMADAR,MADHYA PRADESH,TRUE,TRUE
414104,West,RAHURI,MAHARASHTRA,TRUE,TRUE
691517,South-2,PUNALUR,KERALA,TRUE,TRUE
364526,West,PALITANA,GUJARAT,TRUE,TRUE
413594,West,OSMANABAD,MAHARASHTRA,TRUE,TRUE
413593,West,OSMANABAD,MAHARASHTRA,TRUE,TRUE
413592,West,OSMANABAD,MAHARASHTRA,TRUE,TRUE
396425,West,Navsari,GUJARAT,TRUE,TRUE
495335,Central,SARGAON,CHHATTISGARH,TRUE,TRUE
491337,Central,MUNGELI,CHHATTISGARH,TRUE,TRUE
629154,South-2,KALIAKKAVILAI,TAMIL NADU,TRUE,TRUE
629808,South-2,MANAVALAKURICHI,TAMIL NADU,TRUE,TRUE
629197,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
629195,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
629189,South-2,SAMIYARMADAM,TAMIL NADU,TRUE,TRUE
629168,South-2,KULASEKARAM,TAMIL NADU,TRUE,TRUE
629164,South-2,SAMIYARMADAM,TAMIL NADU,TRUE,TRUE
629162,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
629155,South-2,SAMIYARMADAM,TAMIL NADU,TRUE,TRUE
628902,South-2,VILATHIKULAM,TAMIL NADU,TRUE,TRUE
450119,Central,MUNDI,MADHYA PRADESH,TRUE,TRUE
450112,Central,MUNDI,MADHYA PRADESH,TRUE,TRUE
450661,Central,Khandwa,MADHYA PRADESH,TRUE,TRUE
362005,West,JUNAGADH,GUJARAT,TRUE,TRUE
481332,Central,BUDBUDA,MADHYA PRADESH,TRUE,TRUE
424312,West,NASHIK,MAHARASHTRA,TRUE,TRUE
424003,West,NASHIK,MAHARASHTRA,TRUE,TRUE
451442,Central,JULWANIA,MADHYA PRADESH,TRUE,TRUE
360360,West,JETPUR,GUJARAT,TRUE,TRUE
360510,West,BHANVAD,GUJARAT,TRUE,TRUE
431200,West,Jalna,MAHARASHTRA,TRUE,TRUE
587202,South-2,BELGUAM,KARNATAKA,TRUE,TRUE
587145,South-2,ILKAL,KARNATAKA,TRUE,TRUE
587124,South-2,BELGUAM,KARNATAKA,TRUE,TRUE
470235,Central,KESLI,MADHYA PRADESH,TRUE,TRUE
627115,South-2,VALLIYOOR,TAMIL NADU,TRUE,TRUE
627112,South-2,VALLIYOOR,TAMIL NADU,TRUE,TRUE
382451,West,BARWALAGJ,GUJARAT,TRUE,TRUE
415402,West,BATTISSHIRALA,MAHARASHTRA,TRUE,TRUE
415410,West,BATTISSHIRALA,MAHARASHTRA,TRUE,TRUE
394602,West,BARDOLI,GUJARAT,TRUE,TRUE
304640,West,BARDOLI,GUJARAT,TRUE,TRUE
388254,West,ANJAR,GUJARAT,TRUE,TRUE
141104,North,SUDHAR,PUNJAB,TRUE,TRUE
141105,North,SUDHAR,PUNJAB,TRUE,TRUE
141107,North,SUDHAR,PUNJAB,TRUE,TRUE
636305,South-2,OMALUR,TAMIL NADU,TRUE,TRUE
636309,South-2,OMALUR,TAMIL NADU,TRUE,TRUE
636351,South-2,KADAYAMPATTI,TAMIL NADU,TRUE,TRUE
785676,North East,MORAN,ASSAM,TRUE,TRUE
785673,North East,SIVSAGAR,ASSAM,TRUE,TRUE
816119,East,DUMKA,JHARKHAND,TRUE,TRUE
816118,East,SHIKARIPARA,JHARKHAND,TRUE,TRUE
492014,Central,Raipur,CHHATTISGARH,TRUE,TRUE
493211,Central,RAIPUR,CHHATTISGARH,TRUE,TRUE
781340,North East,NALBARI,ASSAM,TRUE,TRUE
781341,North East,NALBARI,ASSAM,TRUE,TRUE
781334,North East,NALBARI,ASSAM,TRUE,TRUE
781351,North East,NALBARI,ASSAM,TRUE,TRUE
781353,North East,NALBARI,ASSAM,TRUE,TRUE
781337,North East,NALBARI,ASSAM,TRUE,TRUE
781335,North East,NALBARI,ASSAM,TRUE,TRUE
786158,North East,SADIYA,ASSAM,TRUE,TRUE
786155,North East,SADIYA,ASSAM,TRUE,TRUE
786157,North East,SADIYA,ASSAM,TRUE,TRUE
629173,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
629178,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
629193,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
629169,South-2,KARUNAGAL,TAMIL NADU,TRUE,TRUE
784117,North East,DHEKIAJULI,ASSAM,TRUE,TRUE
784112,North East,DHEKIAJULI,ASSAM,TRUE,TRUE
784110,North East,DHEKIAJULI,ASSAM,TRUE,TRUE
441212,Central,SINDEWAHI,MAHARASHTRA,TRUE,TRUE
481335,Central,WARASEONI,MADHYA PRADESH,TRUE,TRUE
516291,South-1,KAMALAPURAM,ANDHRA PRADESH,TRUE,TRUE
516290,South-1,KAMALAPURAM,ANDHRA PRADESH,TRUE,TRUE
534126,South-1,ACHANTA,ANDHRA PRADESH,TRUE,TRUE
534324,South-1,ACHANTA,ANDHRA PRADESH,TRUE,TRUE
534269,South-1,ACHANTA,ANDHRA PRADESH,TRUE,TRUE
534267,South-1,ACHANTA,ANDHRA PRADESH,TRUE,TRUE
534266,South-1,ACHANTA,ANDHRA PRADESH,TRUE,TRUE
524308,South-1,A S PETA,ANDHRA PRADESH,TRUE,TRUE
523135,South-1,VETAPALEM,ANDHRA PRADESH,TRUE,TRUE
505490,South-1,JAMMIKUNTA,TELANGANA,TRUE,TRUE
314025,North,SAGWARA,RAJASTHAN,TRUE,TRUE
517172,South-1,ROMPICHARLA,ANDHRA PRADESH,TRUE,TRUE
517194,South-1,ROMPICHARLA,ANDHRA PRADESH,TRUE,TRUE
517193,South-1,ROMPICHARLA,ANDHRA PRADESH,TRUE,TRUE
517192,South-1,ROMPICHARLA,ANDHRA PRADESH,TRUE,TRUE
516217,South-1,PORUMAMILLA,ANDHRA PRADESH,TRUE,TRUE
638313,South-2,ERODE,TAMIL NADU,TRUE,TRUE
638054,South-2,Gopichettipalyam,TAMIL NADU,TRUE,TRUE
335051,North,RAISINGHNAGAR,RAJASTHAN,TRUE,TRUE
591129,South-2,YARGATTI,KARNATAKA,TRUE,TRUE
574229,South-2,UPPINANGADY,KARNATAKA,TRUE,TRUE
574238,South-2,KADABA,KARNATAKA,TRUE,TRUE
574221,South-2,KADABA,KARNATAKA,TRUE,TRUE
843104,East,TAJPUR,BIHAR,TRUE,TRUE
848125,East,TAJPUR,BIHAR,TRUE,TRUE
848122,East,TAJPUR,BIHAR,TRUE,TRUE
848121,East,TAJPUR,BIHAR,TRUE,TRUE
848131,East,TAJPUR,BIHAR,TRUE,TRUE
785622,North East,DERGAON,ASSAM,TRUE,TRUE
631210,South-1,ARAKKONAM,TAMIL NADU,TRUE,TRUE
636806,South-2,ULAGANAHALLI,TAMIL NADU,TRUE,TRUE
636805,South-2,ULAGANAHALLI,TAMIL NADU,TRUE,TRUE
636809,South-2,ULAGANAHALLI,TAMIL NADU,TRUE,TRUE
636808,South-2,ULAGANAHALLI,TAMIL NADU,TRUE,TRUE
303102,North,VIRATNAGAR,RAJASTHAN,TRUE,TRUE
799046,North East,JIRANIA,TRIPURA,TRUE,TRUE
799045,North East,JIRANIA,TRIPURA,TRUE,TRUE
799035,North East,JIRANIA,TRIPURA,TRUE,TRUE
241303,North,BILGRAM,UTTAR PRADESH,TRUE,TRUE
241302,North,BILGRAM,UTTAR PRADESH,TRUE,TRUE
241301,North,BILGRAM,UTTAR PRADESH,TRUE,TRUE
523190,South-1,INKOLLU,ANDHRA PRADESH,TRUE,TRUE
458470,Central,JAWAD,MADHYA PRADESH,TRUE,TRUE
458468,Central,JAWAD,MADHYA PRADESH,TRUE,TRUE
458220,Central,JAWAD,MADHYA PRADESH,TRUE,TRUE
458330,Central,JAWAD,MADHYA PRADESH,TRUE,TRUE
673595,South-2,BATHERY,KERALA,TRUE,TRUE
673593,South-2,BATHERY,KERALA,TRUE,TRUE
673592,South-2,BATHERY,KERALA,TRUE,TRUE
673591,South-2,BATHERY,KERALA,TRUE,TRUE
342902,North,GOTAN,RAJASTHAN,TRUE,TRUE
788816,North East,BIHARA,ASSAM,TRUE,TRUE
788109,North East,UDARBOND,ASSAM,TRUE,TRUE
788108,North East,UDARBOND,ASSAM,TRUE,TRUE
788031,North East,UDARBOND,ASSAM,TRUE,TRUE
788030,North East,UDARBOND,ASSAM,TRUE,TRUE
342604,North,PIPARCITY,RAJASTHAN,TRUE,TRUE
342601,North,PIPARCITY,RAJASTHAN,TRUE,TRUE
491445,Central,DONGARGARH,CHHATTISGARH,TRUE,TRUE
518467,South-1,KODUMURU,ANDHRA PRADESH,TRUE,TRUE
518225,South-1,DHONE,ANDHRA PRADESH,TRUE,TRUE
458556,Central,MANDSAUR,MADHYA PRADESH,TRUE,TRUE
458116,Central,MANASA,MADHYA PRADESH,TRUE,TRUE
458118,Central,MANASA,MADHYA PRADESH,TRUE,TRUE
458110,Central,MANASA,MADHYA PRADESH,TRUE,TRUE
463106,Central,BERASIA,MADHYA PRADESH,TRUE,TRUE
175143,North,MANALI,HIMACHAL PRADESH,TRUE,TRUE
175136,North,PATLIKUHAL,HIMACHAL PRADESH,TRUE,TRUE
175103,North,MANALI,HIMACHAL PRADESH,TRUE,TRUE
175131,North,MANALI,HIMACHAL PRADESH,TRUE,TRUE
175129,North,PATLIKUHAL,HIMACHAL PRADESH,TRUE,TRUE
524303,South-1,A S PETA,ANDHRA PRADESH,TRUE,TRUE
524302,South-1,A S PETA,ANDHRA PRADESH,TRUE,TRUE
524304,South-1,A S PETA,ANDHRA PRADESH,TRUE,TRUE
524322,South-1,A S PETA,ANDHRA PRADESH,TRUE,TRUE
505504,South-1,KATARAM,TELANGANA,TRUE,TRUE
505503,South-1,KATARAM,TELANGANA,TRUE,TRUE
301405,North,KISHANGARH BAS,RAJASTHAN,TRUE,TRUE
301404,North,KHERTAL,RAJASTHAN,TRUE,TRUE
136044,North,ASSANDH,HARYANA,TRUE,TRUE
577428,South-2,SHIRALAKOPPA,KARNATAKA,TRUE,TRUE
126110,North,PILLUKHERA,HARYANA,TRUE,TRUE
126113,North,PILLUKHERA,HARYANA,TRUE,TRUE
843143,East,SARAIYA,BIHAR,TRUE,TRUE
843126,East,SARAIYA,BIHAR,TRUE,TRUE
843106,East,SARAIYA,BIHAR,TRUE,TRUE
758043,East,ANANDAPUR,ORISSA,TRUE,TRUE
758015,East,ANANDAPUR,ORISSA,TRUE,TRUE
758020,East,ANANDAPUR,ORISSA,TRUE,TRUE
758021,East,ANANDAPUR,ORISSA,TRUE,TRUE
231222,North,SHAKTI NAGAR,UTTAR PRADESH,TRUE,TRUE
231218,North,SHAKTI NAGAR,UTTAR PRADESH,TRUE,TRUE
231224,North,SHAKTI NAGAR,UTTAR PRADESH,TRUE,TRUE
360570,West,KUTIYANA,GUJARAT,TRUE,TRUE
362650,West,KUTIYANA,GUJARAT,TRUE,TRUE
504306,South-1,GAJULA NARSAPUR,TELANGANA,TRUE,TRUE
504104,South-1,GAJULA NARSAPUR,TELANGANA,TRUE,TRUE
481995,Central,BICHIYA,MADHYA PRADESH,TRUE,TRUE
445202,Central,DARWAH,MAHARASHTRA,TRUE,TRUE
782410,North East,KHETRI,ASSAM,TRUE,TRUE
782403,North East,KHETRI,ASSAM,TRUE,TRUE
782402,North East,Sonapur,ASSAM,TRUE,TRUE
782401,North East,KHETRI,ASSAM,TRUE,TRUE
799205,North East,TELIAMURA,TRIPURA,TRUE,TRUE
457773,Central,PETLAWAD,MADHYA PRADESH,TRUE,TRUE
493891,Central,DEVBHOG,CHHATTISGARH,TRUE,TRUE
493890,Central,DEVBHOG,CHHATTISGARH,TRUE,TRUE
232329,North,ZAMANIYA,UTTAR PRADESH,TRUE,TRUE
232339,North,GHAHMAR,UTTAR PRADESH,TRUE,TRUE
232327,North,GHAHMAR,UTTAR PRADESH,TRUE,TRUE
232333,North,GHAHMAR,UTTAR PRADESH,TRUE,TRUE
241204,North,SANDILA,UTTAR PRADESH,TRUE,TRUE
175128,North,PATLIKUHAL,HIMACHAL PRADESH,TRUE,TRUE
175125,North,BHUNTER,HIMACHAL PRADESH,TRUE,TRUE
175126,North,BHUNTER,HIMACHAL PRADESH,TRUE,TRUE
175101,North,BHUNTER,HIMACHAL PRADESH,TRUE,TRUE
385110,West,AMBAJI,GUJARAT,TRUE,TRUE
243726,North,BISAULI,UTTAR PRADESH,TRUE,TRUE
243720,North,BISAULI,UTTAR PRADESH,TRUE,TRUE
342603,North,BHOPALGARH,RAJASTHAN,TRUE,TRUE
243403,North,AONLA,UTTAR PRADESH,TRUE,TRUE
243301,North,AONLA,UTTAR PRADESH,TRUE,TRUE
722143,East,BANKURA,WEST BENGAL,TRUE,TRUE
722202,East,BANKURA,WEST BENGAL,TRUE,TRUE
722183,East,BANKURA,WEST BENGAL,TRUE,TRUE
722142,East,BANKURA,WEST BENGAL,TRUE,TRUE
731238,East,MURARAI,WEST BENGAL,TRUE,TRUE
731222,East,MURARAI,WEST BENGAL,TRUE,TRUE
731221,East,MURARAI,WEST BENGAL,TRUE,TRUE
731219,East,MURARAI,WEST BENGAL,TRUE,TRUE
733142,East,TAPAN,WEST BENGAL,TRUE,TRUE
733141,East,FULBARI WB,WEST BENGAL,TRUE,TRUE
733140,East,FULBARI WB,WEST BENGAL,TRUE,TRUE
752118,East,KAKATPUR,ORISSA,TRUE,TRUE
752119,East,KAKATPUR,ORISSA,TRUE,TRUE
752107,East,KAKATPUR,ORISSA,TRUE,TRUE
458336,Central,JIRAN,MADHYA PRADESH,TRUE,TRUE
485441,Central,NAGOD,MADHYA PRADESH,TRUE,TRUE
591110,South-2,SAUNDATTI,KARNATAKA,TRUE,TRUE
785613,North East,GOLAGHAT,ASSAM,TRUE,TRUE
787051,North East,LAKHIMPUR,ASSAM,TRUE,TRUE
803108,East,CHANDI,BIHAR,TRUE,TRUE
844112,East,MAHUA,BIHAR,TRUE,TRUE
844122,East,MAHUA,BIHAR,TRUE,TRUE
442006,Central,Wardha,MAHARASHTRA,TRUE,TRUE
632202,South-1,VELLORE,TAMIL NADU,TRUE,TRUE
632106,South-1,VELLORE,TAMIL NADU,TRUE,TRUE
676556,South-2,TIRUR,KERALA,TRUE,TRUE
676313,South-2,TIRUR,KERALA,TRUE,TRUE
676310,South-2,PUTHANATHANI,KERALA,TRUE,TRUE
676111,South-2,TIRUR,KERALA,TRUE,TRUE
604406,South-1,TIRUVANNAMALAI,TAMIL NADU,TRUE,TRUE
603307,South-1,TINDIVANAM,TAMIL NADU,TRUE,TRUE
533309,South-1,MANDAPETA,ANDHRA PRADESH,TRUE,TRUE
686040,South-2,Kottayam,KERALA,TRUE,TRUE
686038,South-2,Kottayam,KERALA,TRUE,TRUE
686033,South-2,Kottayam,KERALA,TRUE,TRUE
686023,South-2,Kottayam,KERALA,TRUE,TRUE
686036,South-2,Kottayam,KERALA,TRUE,TRUE
686028,South-2,Kottayam,KERALA,TRUE,TRUE
686034,South-2,Kottayam,KERALA,TRUE,TRUE
686024,South-2,Kottayam,KERALA,TRUE,TRUE
686029,South-2,Kottayam,KERALA,TRUE,TRUE
609312,South-1,KARAIKAL,TAMIL NADU,TRUE,TRUE
609313,South-1,KARAIKAL,TAMIL NADU,TRUE,TRUE
609311,South-1,KARAIKAL,TAMIL NADU,TRUE,TRUE
609306,South-1,KARAIKAL,TAMIL NADU,TRUE,TRUE
609303,South-1,KARAIKAL,TAMIL NADU,TRUE,TRUE
312025,North,KAPASAN,RAJASTHAN,TRUE,TRUE
631703,South-1,KANCHIPURAM,TAMIL NADU,TRUE,TRUE
631602,South-1,KANCHIPURAM,TAMIL NADU,TRUE,TRUE
333704,North,MANDAWA,RAJASTHAN,TRUE,TRUE
679594,South-2,EDAPPAL,KERALA,TRUE,TRUE
679592,South-2,EDAPPAL,KERALA,TRUE,TRUE
679589,South-2,EDAPPAL,KERALA,TRUE,TRUE
679574,South-2,EDAPPAL,KERALA,TRUE,TRUE
679581,South-2,EDAPPAL,KERALA,TRUE,TRUE
676110,South-2,EDAPPAL,KERALA,TRUE,TRUE
577566,South-2,HARIHAR,KARNATAKA,TRUE,TRUE
305625,North,BIJAINAGAR,RAJASTHAN,TRUE,TRUE
631152,South-1,ARAKKONAM,TAMIL NADU,TRUE,TRUE
631005,South-1,ARAKKONAM,TAMIL NADU,TRUE,TRUE
425326,West,YAWAL,MAHARASHTRA,TRUE,TRUE
412804,West,WAI,MAHARASHTRA,TRUE,TRUE
415514,West,WAI,MAHARASHTRA,TRUE,TRUE
464220,Central,VIDISHA,MADHYA PRADESH,TRUE,TRUE
362551,West,VERAVAL,GUJARAT,TRUE,TRUE
416304,West,VEETA,MAHARASHTRA,TRUE,TRUE
416125,West,KAGAL,MAHARASHTRA,TRUE,TRUE
416015,West,VADUJ,MAHARASHTRA,TRUE,TRUE
491223,Central,BALOD,CHHATTISGARH,TRUE,TRUE
384273,West,Unjha,GUJARAT,TRUE,TRUE
362571,West,UNAGJ,GUJARAT,TRUE,TRUE
456007,Central,Ujjain,MADHYA PRADESH,TRUE,TRUE
493225,Central,KHARORA,CHHATTISGARH,TRUE,TRUE
457778,Central,THANDLA,MADHYA PRADESH,TRUE,TRUE
413011,West,TEMBURNI,MAHARASHTRA,TRUE,TRUE
413010,West,TEMBURNI,MAHARASHTRA,TRUE,TRUE
413026,West,PARANDA,MAHARASHTRA,TRUE,TRUE
413025,West,PARANDA,MAHARASHTRA,TRUE,TRUE
413024,West,AKLUJ,MAHARASHTRA,TRUE,TRUE
495222,Central,SARGAON,CHHATTISGARH,TRUE,TRUE
495220,Central,SARGAON,CHHATTISGARH,TRUE,TRUE
591340,South-2,SANKESHWAR,KARNATAKA,TRUE,TRUE
591236,South-2,SANKESHWAR,KARNATAKA,TRUE,TRUE
410062,West,SAIDAPURA SATARA,MAHARASHTRA,TRUE,TRUE
470120,Central,RAHATGARH,MADHYA PRADESH,TRUE,TRUE
470119,Central,RAHATGARH,MADHYA PRADESH,TRUE,TRUE
425522,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425519,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425511,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425516,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425513,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425524,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425523,West,KARHALE,MAHARASHTRA,TRUE,TRUE
425509,West,KARHALE,MAHARASHTRA,TRUE,TRUE
464573,Central,RAISEN,MADHYA PRADESH,TRUE,TRUE
516361,South-1,Proddatur,ANDHRA PRADESH,TRUE,TRUE
384266,West,Patan,GUJARAT,TRUE,TRUE
488441,Central,PANNA,MADHYA PRADESH,TRUE,TRUE
471606,Central,KHAJURAO MP,MADHYA PRADESH,TRUE,TRUE
416534,West,KUDAL,MAHARASHTRA,TRUE,TRUE
472445,Central,NIWARI,MADHYA PRADESH,TRUE,TRUE
481551,Central,PARASWADA,MADHYA PRADESH,TRUE,TRUE
384207,West,MEHSANA,GUJARAT,TRUE,TRUE
384206,West,MEHSANA,GUJARAT,TRUE,TRUE
384435,West,MEHSANA,GUJARAT,TRUE,TRUE
384011,West,MEHSANA,GUJARAT,TRUE,TRUE
362235,West,MANGROL,GUJARAT,TRUE,TRUE
423208,West,DABHADI MALEGAON,MAHARASHTRA,TRUE,TRUE
416123,West,KAGAL,MAHARASHTRA,TRUE,TRUE
416022,West,KOREGAON,MAHARASHTRA,TRUE,TRUE
362276,West,KODINAR,DAMAN AND DIU,TRUE,TRUE
431805,West,KINWAT,MAHARASHTRA,TRUE,TRUE
683575,South-2,KARUKUTTY,KERALA,TRUE,TRUE
683111,South-2,KARUKUTTY,KERALA,TRUE,TRUE
415104,West,GHOGAON,MAHARASHTRA,TRUE,TRUE
415122,West,Karad,MAHARASHTRA,TRUE,TRUE
415539,West,Karad,MAHARASHTRA,TRUE,TRUE
444106,Central,KAMARGAON,MAHARASHTRA,TRUE,TRUE
444407,Central,BARSHITAKLI,MAHARASHTRA,TRUE,TRUE
461661,Central,HOSHANGABAD,MADHYA PRADESH,TRUE,TRUE
425104,West,ERANDOL,MAHARASHTRA,TRUE,TRUE
416511,West,BANDA MH,MAHARASHTRA,TRUE,TRUE
401608,West,DAHANU,MAHARASHTRA,TRUE,TRUE
475005,Central,DABRA,MADHYA PRADESH,TRUE,TRUE
480555,Central,PARASIYA,MADHYA PRADESH,TRUE,TRUE
444909,Central,CHANDUR RAILWAY,MAHARASHTRA,TRUE,TRUE
424106,West,CHALISGAON,MAHARASHTRA,TRUE,TRUE
425423,West,BORAD,MAHARASHTRA,TRUE,TRUE
497116,Central,LAKHANPUR CH,CHHATTISGARH,TRUE,TRUE
497235,Central,BHATAGAON,CHHATTISGARH,TRUE,TRUE
464240,Central,BINA,MADHYA PRADESH,TRUE,TRUE
464224,Central,BINA,MADHYA PRADESH,TRUE,TRUE
414112,West,BHINGAR,MAHARASHTRA,TRUE,TRUE
414004,West,Ahmednagar,MAHARASHTRA,TRUE,TRUE
460004,Central,BETUL,MADHYA PRADESH,TRUE,TRUE
493551,Central,PITHORA,CHHATTISGARH,TRUE,TRUE
413197,West,INDAPUR,MAHARASHTRA,TRUE,TRUE
484887,Central,RAJENDRAGRAM,MADHYA PRADESH,TRUE,TRUE
